"BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"002722709","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Davet, Yvonne [person]","Et vive l'aspidistra! ... Traduit ... par Yvonne Davet. Roman","","Du monde entier","","France","Paris","Gallimard","1960","","331 pages, 21 cm","","X.909/28975","","","","",""
"002722710","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Lion and the Unicorn. Socialism and the English genius","","Searchlight Books","number 1 [Searchlight Books]","England","London","Secker & Warburg","1941","","126 pages (8°)","","W.P.10146/1","","","English","",""
"002722711","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Lion and the Unicorn, etc","","","","England","London","Secker & Warburg","1962","","96 pages (8°)","","08042.e.47 ; W13/8262","","","English","",""
"002722712","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen Eighty-Four. A novel","","","","England","London","Secker & Warburg","1949","","312 pages (8°)","","12655.tt.11 ; NN.39452","","","","",""
"002722713","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen Eighty-Four. A novel","","","","United States of America","New York","Harcourt, Brace","1949","","314 pages (8°)","","12654.ppp.19","","","","",""
"002722714","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen Eighty-Four, etc","","Penguin Books","number 972 [Penguin Books]","England","Harmondsworth ; London","Penguin ; Secker & Warburg","1954","","250 pages (8°)","","12208.a.1/972","","","","",""
"002722715","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Fromm, Erich, 1900-1980 [person] ; Orwell, George, 1903-1950 [person]","1984 ... With an afterword by Erich Fromm","","Signet Classics","number CP100 [Signet Classics]","United States of America","New York","New American Library","1962","","267 pages (8°)","","X.907/2277","","","","",""
"002722716","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Howe, Irving [person]","Nineteen eighty-four. Text, sources, criticism [Edited by] Irving Howe","","","","United States of America","Burlingame ; New York","Harcourt, Brace & World","1963","","x, 274 pages (8°)","","A71/2686 ; X.900/1618","","","","One of the 'Harbrace sourcebooks'",""
"002722717","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Symons, Julian, 1912-1994 [person] ; Orwell, George, 1903-1950 [person]","Nineteen eighty-four. With an introduction and appreciation by Julian Symons","","Books that have changed man's thinking","","","Geneva","Edito-Service","1970","","xiii, 345 pages, plates, portraits, 21 cm","","72/18507 ; L71/371 ; X.989/5219","","","","part of a collection distributed by Heron books",""
"002722718","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Nineteen eighty-four","","","","","Geneva","Edito-Service","1974","","313 pages, plates, 20 cm","","X.989/27932","","","","Printed in France",""
"002722719","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Monrad, Paul [person] ; Orwell, George, 1903-1950 [person]","1984. (Oversat af Paul Monrad.)","","","","","København","","1950","","342 pages (8°)","","12655.ee.37","","","","",""
"002722720","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Kool, Halbo Christiaan [person]","[Nineteen Eighty-Four.] 1984. Roman. (Vertaald door Halbo C. Kool.)","","","","","Amsterdam","","1950","","293 pages (8°)","","12656.bb.1","","","","",""
"002722721","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Talvitie, Oiva [person]","[Nineteen Eighty-Four.] Vuonna 1984. Romaani. (Suomentanut Oiva Talvitie.)","","","","","Helsinki ; Porvoo","","1950","","339 pages (8°)","","11455.l.14","","","","",""
"002722722","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Audiberti, Amélie [person] ; Orwell, George, 1903-1950 [person]","1984. Traduit ... par Amélie Audiberti. Roman","","","","","Paris","","1950","","374 pages (8°)","","12655.tt.10","","","","part of the series 'La 'Méridienne.'",""
"002722723","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Wagenseil, Kurt, 1904-, translator [person]","[Nineteen Eighty-Four.] Neunzehnhundertvierundachtzig. Roman. (Übertragen von Kurt Wagenseil.)","","","","","Zürich","","1950","","355 pages (8°)","","12656.bb.3","","","","",""
"002722724","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Baldini, Gabriele [person]","1984. (Traduzione di Gabriele Baldini.)","","Medusa","volume 262 [Medusa]","","Milan","","1950","","","","11411.bb.82","","","","",""
"002722725","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Width, Trygve [person]","1984. Oversatt av Trygve Width","","","","","Oslo","","1950","","313 pages (8°)","","12656.bb.5","","","","",""
"002722726","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Mieroszewski, Juliusz [person]","1984. Powieść. Tłumaczył ... Juliusz Mieroszewski","","Biblioteka 'Kultury.' tomes 2","","","Paryż","","1953","","254 pages (8°)","","12653.a.22","","","","",""
"002722727","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","1984. Перевод с английского В. Андреева и Н. Витова","","","","","Frankfurt ; Main","","1957","","196 pages (8°)","","12654.s.14","","","","",""
"002722728","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Holmberg, Nils [person]","Nittonhundraåttiofyra. (Översättning av Nils Holm berg.)","","","","","Stockholm","","1950","","307 pages (8°)","","12655.ee.36","","","","",""
"002722729","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Politics and the English Language [Reprinted from 'Horizon.']","","","","England","London","News of the World","1946","","9 pages (4°)","","12987.h.3","","","","",""
"002722730","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Politics and the English language, etc. (First published in Horizon.)","","Typophile monograph","number 9 [Typophile monograph]","","Evansville, Indiana","Herbert W. Simpson","1947","","pages not numbered, 18 cm","","X.900/10073","","","","",""
"002722731","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Road to Wigan Pier, etc. (Left Book Club edition.) [On industrial England and its political future.]","","","","England","London","Victor Gollancz","1937","","xxiv, 264 pages, 32 plates (8°)","","Cup.401.f.26","","","English","",""
"002722732","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Road to Wigan Pier","","","","England","London","","1937","","viii, 264 pages, 32 plates (8°)","","010352.c.39","","","English","",""
"002722733","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Road to Wigan Pier","","","","England","London","Secker & Warburg","1959","","230 pages (8°)","","10362.p.95","","","English","",""
"002722734","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","The Road to Wigan Pier","","Penguin Books","number 1700 [Penguin Books]","England","Harmondsworth","Penguin ; Secker & Warburg","1962","","203 pages (8°)","","12208.a.1/1700","","","English","",""
"002722735","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Hoggart, Richard, 1918-2014 [person]","The Road to Wigan Pier. With an introduction by Richard Hoggart","","","","England","London","Heinemann","1965","","xxvi, 230 pages (8°)","","X.708/1281","","","English","",""
"002722736","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Shooting an Elephant, and other essays","","","","England","London","Secker & Warburg","1950","","212 pages (8°)","","12361.aa.6 ; W21/3090 ; W21/4893 ; W77/7072 ; W8/8167","","","","",""
"002722737","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Such, such were the Joys [An account of the author's schooldays, and other essays.]","","","","United States of America","New York","Harcourt, Brace","1953","","230 pages (8°)","","12332.f.63","","","","",""
"002722738","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Forster, E. M. (Edward Morgan), 1879-1970 [person]","Talking to India. By E. M. Forster, Ritchie Calder, Cedric Dover, Hsiao Ch'ien and others. A selection of English language broadcasts to India edited with an introduction by G. Orwell [With plates.]","","","","England","London","G. Allen & Unwin","1943","","176 pages (8°)","","012301.l.30 ; T 2497","","","","",""
"002722739","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","A collection of essays","","Doubleday Anchor books","number A29 [Doubleday Anchor books]","","Garden City, New York","Doubleday","1954","","320 pages, 18 cm","","X.908/18577","","","","",""
"002722740","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Rovere, Richard H. (Richard Halworth), 1915-1979 [person]","The Orwell Reader. Fiction, essays, and reportage by George Orwell. With an introduction by Richard H. Rovere","","","","United States of America","New York","Harcourt, Brace","1956","","xxi, 456 pages (8°)","","X.909/409","","","English","",""
"002722741","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Selected Essays","","Penguin Books","number 1185 [Penguin Books]","England","Harmondsworth","Penguin","1957","","202 pages (8°)","","12208.a.1/1185","","","","",""
"002722742","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Bott, George [person]","Selected Writings. Edited by George Bott","","Twentieth Century Series","","England","London","William Heinemann","1958","","vii, 183 pages (8°)","","W.P.14942/1","","","","",""
"002722743","Monograph","Language material ; Text","Volume","","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Decline of the English Murder, and other essays","","Penguin Book","number 2297 [Penguin Book]","England","Harmondsworth","Penguin ; Secker & Warburg","1965","","187 pages (8°)","","12208.a.1/2297","","","","",""
"002722744","Monograph","Language material ; Text","Volume","","","9780140031515","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person] ; Orwell, Sonia [person] ; Angus, Ian, m.a [person]","The collected essays, journalism and letters of George Orwell. Edited by Sonia Orwell and Ian Angus","","","","England","Harmondsworth, Middlesex","Penguin ; Secker & Warburg","1970","","4 volumes, 19 cm","","W67/4281 ; W67/4282 ; W67/4283 ; X.908/22254","","","English","",""
